,match,team,"team color","mobility","ground pick-up",locations,"game piece","auto count","auto climb","end climb","climb time","break time","defense time","drive skill","defense skill",speed,stability,"intake consistency",scouter,comments
195,31,670,red,TRUE,FALSE,"[18, 17, 16, 8, 9, 7, 6]","['y', 'b', 'y', 'b', 'y', 'y', 'b']",1,0,1,0,0,0,4,2,3,3,3,"25aaravb (1072)",""
196,31,4738,blue,TRUE,FALSE,"[25, 22, 27]","['y', 'y', 'y']",1,2,2,7,0,0,2,1,3,4,3,"26mihirk (1072)","Solid bot, not great at anything in particular.Seems pretty reliable overall."
197,31,670,red,TRUE,TRUE,"[18, 17, 16, 8, 9, 7, 26]","['y', 'b', 'y', 'b', 'y', 'y', 'b']",1,0,0,4,0,0,3,0,3,3,4,"26alberty (1072)","- REALLY GOOD AND STABLE INTAKE\n- consistent with scoring as well, snappy as well\n- best i put at human loading station, maybe chokehold? but also not bad from the ground\n- REALLY FAST CLIMB\n- team also v spirited"
198,32,6305,red,TRUE,FALSE,"[]","[]",0,0,0,0,16,0,2,0,2,3,1,"25giae (1072)",""
199,32,6305,red,TRUE,FALSE,"[11, 13]","['b', 'y']",1,0,0,0,0,0,1,2,0,4,3,"25aaravb (1072)","Slow. Kind of clueless near end of game. Alright though."
200,32,1072,red,FALSE,FALSE,"[5, 13, 12, 1, 1, 10, 20]","['b', 'y', 'y', 'y', 'm', 'y', 'b']",1,2,2,4,0,0,0,0,0,0,0,"abbie s. (1072)","tbh i think controlling our speed really helped keep us stable compared to our last couple matches"
201,32,2473,blue,TRUE,FALSE,"[9]","['b']",0,0,2,12,0,0,1,0,0,4,0,"26mihirk (1072)","Only able to pickup one cube, input arm seemed to be totally failing."
202,32,6918,blue,FALSE,TRUE,"[2, 3, 4, 13]","['b', 'y', 'b', 'm']",0,0,2,3,2,0,1,0,1,0,0,"26alberty (1072)","- ground intake unstable and janky\n- not the fastest either\n- scoring also not reliable\n- weird unreliable pincer mechanic"
203,33,3189,red,FALSE,TRUE,"[]","[]",0,0,0,0,58,0,0,0,0,0,0,"26benjaminx (1072)","Drivetrain seems to be broken"
204,33,1323,red,TRUE,TRUE,"[10, 10, 12, 7, 9, 9, 18, 7, 16, 15]","['b', 'y', 'y', 'y', 'y', 'm', 'y', 'b', 'b', 'b']",3,0,2,5,0,0,4,3,4,4,2,"25giae (1072)",""
205,33,8768,blue,FALSE,FALSE,"[8]","['b']",1,0,2,13,0,71,0,2,0,1,0,"25yifanl (1072)","mostly defense and good help on climb"
206,33,1671,blue,TRUE,FALSE,"[24, 22, 21, 4, 32, 32, 25, 20, 11, 20]","['y', 'y', 'y', 'b', 'b', 'm', 'y', 'm', 'b', 'b']",1,2,2,4,0,0,4,2,4,4,2,"25agastyar (1072)",""
207,33,973,red,FALSE,FALSE,"[5, 4, 3, 1, 13, 16, 16]","['b', 'y', 'y', 'y', 'y', 'y', 'm']",0,2,2,9,0,0,0,0,0,0,0,"abbie s. (1072)",""
208,33,8048,blue,TRUE,FALSE,"[2, 1, 3, 4, 5]","['b', 'b', 'b', 'b', 'b']",1,0,2,3,0,0,3,0,4,4,4,"26mihirk (1072)","Pretty much only scored in the bottom row, but intake was very consistent and the driving was also solid. Also has potential for 3 bot endgame."
209,33,1323,red,TRUE,FALSE,"[10, 13, 7, 9, 18, 9, 7, 14]","['b', 'y', 'y', 'm', 'm', 'y', 'b', 'b']",2,0,1,3,0,0,2,3,2,2,2,"25aaravb (1072)",""
210,34,5104,blue,TRUE,FALSE,"[27, 27, 25]","['m', 'm', 'y']",0,0,2,0,0,0,1,1,1,1,1,"24ronaldc (1072)","mid"
211,34,2135,red,TRUE,FALSE,"[27, 26, 25, 24]","['b', 'b', 'b', 'b']",0,0,2,0,0,0,2,0,2,2,2,"25agastyar (1072)",""
212,34,7419,red,FALSE,TRUE,"[32, 22]","['b', 'b']",1,0,0,0,90,0,0,0,0,0,0,"26benjaminx (1072)","was bricked early in the game\nby other bot or some other reason (foul?)"
213,34,4400,blue,FALSE,FALSE,"[32, 11, 26, 5, 17, 7, 2]","['b', 'b', 'b', 'b', 'm', 'b', 'b']",0,0,2,2,0,0,3,1,3,4,4,"24brindhac (1072)","shoots well, might have missed a few. intakes pretty consistently. small, did triple climb."
214,35,9274,red,FALSE,TRUE,"[14]","['b']",1,0,2,11,0,56,1,2,1,0,0,"26benjaminx (1072)","defense bot\nlittle unstable"
215,35,5940,blue,TRUE,TRUE,"[19, 20, 32, 7, 8, 3, 9, 22, 25]","['y', 'b', 'b', 'b', 'b', 'b', 'b', 'y', 'y']",9,0,1,0,0,0,4,4,4,4,4,"24ronaldc (1072)","at kabir clown emoji"
216,35,2288,blue,FALSE,FALSE,"[24, 22, 5, 6]","['y', 'y', 'b', 'b']",1,0,2,2,0,0,1,1,1,2,0,"24brindhac (1072)","take time to intake. did a little defense when bread was getting game pieces, not that good."
217,36,8262,blue,FALSE,FALSE,"[]","[]",0,0,0,0,0,0,0,0,0,0,0,"24ronaldc (1072)","no show"
218,36,9202,red,FALSE,FALSE,"[25, 26, 27]","['y', 'y', 'y']",0,1,2,0,0,0,1,0,2,1,0,"25agastyar (1072)","no intake\n"
219,36,5026,blue,TRUE,FALSE,"[32, 24, 25, 26, 27, 11, 19, 20]","['y', 'y', 'y', 'y', 'y', 'b', 'y', 'm']",1,0,2,2,0,0,1,2,2,3,2,"24brindhac (1072)","had some problems intaking. 9202 seemed like good driving/defense near middle of field. 5026 slightly delayed by them"
220,37,6238,blue,FALSE,FALSE,"[18, 16, 8]","['y', 'y', 'y']",0,0,2,0,0,0,1,0,1,1,1,"24ronaldc (1072)","a bit lethargic"
221,37,6711,blue,FALSE,FALSE,"[]","[]",0,0,0,0,112,0,0,0,0,0,0,"24brindhac (1072)","delayed start of match, robot couldn’t connect "
222,38,6918,blue,FALSE,FALSE,"[5, 32]","['b', 'b']",0,0,2,0,0,0,0,0,0,0,0,"24ronaldc (1072)","not worth picking"
223,38,8546,blue,FALSE,FALSE,"[32]","['y']",0,0,2,2,1,4,1,2,2,2,0,"24brindhac (1072)","spent half of match trying to intake, didn’t score much. moves decently fast, a little tippy."
224,39,5940,blue,TRUE,TRUE,"[22, 32, 22, 32, 25, 21]","['y', 'y', 'y', 'b', 'y', 'b']",2,0,2,0,0,0,3,0,3,4,3,"24ronaldc (1072)","good "
225,39,2473,red,TRUE,TRUE,"[19, 19]","['m', 'b']",1,0,1,0,0,0,0,0,0,0,0,"26benjaminx (1072)","not defense but doesn't move either"
226,39,5817,blue,FALSE,FALSE,"[]","[]",0,0,2,4,0,62,3,4,2,3,0,"24brindhac (1072)","didn’t use intake. good defense, no penalties."
227,40,973,blue,TRUE,TRUE,"[25, 4, 5, 6, 8, 7, 9, 27, 26]","['y', 'b', 'b', 'b', 'b', 'b', 'b', 'y', 'b']",0,2,2,0,0,0,4,0,4,4,4,"24ronaldc (1072)","cracked\n"
228,40,1828,red,TRUE,TRUE,"[27, 26, 25]","['b', 'b', 'b']",0,0,0,2,0,19,2,1,1,0,0,"26benjaminx (1072)","only pickup cubes, inconsistent\nturned defense bot"
229,40,2135,blue,TRUE,FALSE,"[1, 1, 2, 4, 11]","['m', 'b', 'b', 'b', 'm']",1,0,2,8,0,0,2,1,2,2,2,"24brindhac (1072)","no defense. moves pretty fast, not very tippy. no fouls."
230,40,1828,red,TRUE,FALSE,"[18, 18, 17, 8]","['m', 'b', 'b', 'b']",0,0,0,0,0,0,0,2,1,4,1,"25aaravb (1072)","Trouble with intake, slow function. Did well to push some cubes to score from tough positions."
231,41,6657,blue,TRUE,FALSE,"[8, 5, 1]","['b', 'b', 'b']",0,0,2,2,0,0,2,0,2,3,3,"25audreyc (1072)",""
232,41,1422,blue,FALSE,FALSE,"[9]","['b']",1,0,0,0,0,0,0,0,1,1,0,"26sahilj (1072)","Pushed things to their teammates for a bit and then tried to pick stuff up and failed a lot"
233,41,9202,red,FALSE,FALSE,"[20]","['b']",0,0,2,12,0,64,2,3,3,2,0,"26eddiez (1072)","They played defense the entire match, but didn’t really block anybody that much"
234,41,8768,red,TRUE,FALSE,"[]","[]",0,0,2,0,0,113,2,3,3,2,0,"26benjaminx (1072)","pure defense bot"
235,41,8768,red,TRUE,FALSE,"[17]","['b']",1,0,1,5,0,77,3,4,4,4,2,"25aaravb (1072)","Played defense all of Teleop. Was a nuisance to the other team. Good driving and fast movement."
236,42,8546,red,FALSE,FALSE,"[10, 12, 15]","['y', 'y', 'y']",0,0,1,10,0,0,2,2,2,3,2,"25aaravb (1072)",""
237,42,100,blue,FALSE,FALSE,"[32, 6, 3]","['b', 'y', 'y']",1,2,2,12,0,0,2,1,2,2,1,"25audreyc (1072)","dropped 2 cones"
238,42,6711,blue,FALSE,FALSE,"[26]","['b']",0,0,2,12,0,25,2,3,2,1,1,"26sahilj (1072)","They got a cube stuck in their claw somehow but they got it out and played de"
239,42,6238,red,FALSE,FALSE,"[2, 3]","['b', 'y']",0,0,2,14,0,0,3,1,3,3,2,"26eddiez (1072)","Their intake sometimes is hard to align, but overall their robot is quite stable and doesn’t tend to tip over easily\nThey also have a hard time aligning with the high pole. "
240,42,8546,red,FALSE,TRUE,"[10, 12, 11, 15, 16]","['y', 'y', 'b', 'y', 'y']",0,0,1,0,0,0,3,0,3,1,1,"26benjaminx (1072)","good intake with cones, less with cubes (didn't try much with cubes)"
241,43,1323,blue,FALSE,FALSE,"[10, 20, 19, 22, 24, 25, 32, 26, 4, 3, 2, 6]","['y', 'b', 'y', 'y', 'y', 'y', 'b', 'b', 'b', 'b', 'b', 'b']",2,2,0,0,0,0,4,4,4,4,4,"25audreyc (1072)","spin2win"
